code,date,open,close,diff,rate
KOSPI,20140207,1922.45,1922.5,14.61,0.77
KOSPI,20140206,1897.35,1907.89,16.57,0.88
KOSPI,20140205,1897.95,1891.32,4.47,0.24
KOSPI,20140204,1894.96,1886.85,-33.11,-1.72
KOSPI,20140203,1930.09,1919.96,-21.19,-1.09
KOSPI,20140129,1925.93,1941.15,24.22,1.26
KOSPI,20140128,1907.18,1916.93,6.59,0.34
KOSPI,20140127,1905.91,1910.34,-30.22,-1.56
KOSPI,20140124,1941.55,1940.56,-7.03,-0.36
KOSPI,20140123,1968.77,1947.59,-22.83,-1.16
KOSPI,20140122,1960.46,1970.42,6.53,0.33
KOSPI,20140121,1955.26,1963.89,10.11,0.52
KOSPI,20140120,1945.99,1953.78,9.3,0.48
KOSPI,20140117,1958.5,1944.48,-12.84,-0.66
KOSPI,20140116,1957.91,1957.32,4.04,0.21
KOSPI,20140115,1956.43,1953.28,7.21,0.37
KOSPI,20140114,1942.79,1946.07,-2.85,-0.15
KOSPI,20140113,1947.38,1948.92,10.38,0.54
KOSPI,20140110,1949.53,1938.54,-7.57,-0.39
KOSPI,20140109,1962.3,1946.11,-12.85,-0.66
KOSPI,20140108,1965.5,1958.96,-0.48,-0.02
KOSPI,20140107,1947.65,1959.44,6.16,0.32
KOSPI,20140106,1947.62,1953.28,7.14,0.37
KOSPI,20140103,1963.72,1946.14,-21.05,-1.07
KOSPI,20140102,2013.11,1967.19,-44.15,-2.2
KOSPI,20131230,2004.32,2011.34,9.06,0.45
KOSPI,20131227,1994.05,2002.28,2.98,0.15
KOSPI,20131226,2004.25,1999.3,-2.29,-0.11
KOSPI,20131224,2000.24,2001.59,4.7,0.24
KOSPI,20131223,1993.45,1996.89,13.54,0.68
KOSPI,20131220,1973.12,1983.35,7.7,0.39
KOSPI,20131219,1996.79,1975.65,1.02,0.05
KOSPI,20131218,1971.85,1974.63,8.89,0.45
KOSPI,20131217,1977.94,1965.74,4.59,0.23
KOSPI,20131216,1960.6,1961.15,-1.76,-0.09
